ID,Texto da Súmula,Data de Aprovação
sumula 655," A exceção prevista no art. 100, caput, da Constituição, em favor dos créditos de natureza alimentícia, não dispensa a expedição de precatório, limitando-se a isentá-los da observância da ordem cronológica dos precatórios decorrentes de condenações de outra natureza. ",2003-09-24
sumula 656, É inconstitucional a lei que estabelece alíquotas progressivas para o imposto de transmissão inter vivos de bens imóveis - ITBI com base no valor venal do imóvel. ,2003-09-24
sumula 657," A imunidade prevista no art. 150, VI, d, da Constituição Federal abrange os filmes e papéis fotográficos necessários à publicação de jornais e periódicos. ",2003-09-24
sumula 658," São constitucionais os arts. 7º da Lei 7.787/89 e 1º da Lei 7.894/89 e da Lei 8.147/90, que majoraram a alíquota do Finsocial, quando devida a contribuição por empresas dedicadas exclusivamente à prestação de serviços. ",2003-09-24
sumula 659," É legítima a cobrança da COFINS, do PIS e do FINSOCIAL sobre as operações relativas a energia elétrica, serviços de telecomunicações, derivados de petróleo, combustíveis e minerais do País. ",2003-09-24
sumula 660, Não incide ICMS na importação de bens por pessoa física ou jurídica que não seja contribuinte do imposto. ,2003-09-24
sumula 661," Na entrada de mercadoria importada do exterior, é legítima a cobrança do ICMS por ocasião do desembaraço aduaneiro. ",2003-09-24
sumula 662," É legítima a incidência do ICMS na comercialização de exemplares de obras cinematográficas, gravados em fitas de videocassete. ",2003-09-24
sumula 663, Os §§ 1º e 3º do art. 9º do Dl. 406/68 foram recebidos pela Constituição. ,2003-09-24
sumula 664," É inconstitucional o inciso V do art. 1º da Lei 8.033/90, que instituiu a incidência do imposto nas operações de crédito, câmbio e seguros - IOF sobre saques efetuados em caderneta de poupança. ",2003-09-24
sumula 665, É constitucional a Taxa de Fiscalização dos Mercados de Títulos e Valores Mobiliários instituída pela Lei 7.940/89. ,2003-09-24
sumula 666," A contribuição confederativa de que trata o art. 8º, IV, da Constituição, só é exigível dos filiados ao sindicato respectivo. ",2003-09-24
sumula 667, Viola a garantia constitucional de acesso à jurisdição a taxa judiciária calculada sem limite sobre o valor da causa. ,2003-09-24
sumula 668," É inconstitucional a lei municipal que tenha estabelecido, antes da Emenda Constitucional 29/2000, alíquotas progressivas para o IPTU, salvo se destinada a assegurar o cumprimento da função social da propriedade urbana. ",2003-09-24
sumula 669, Norma legal que altera o prazo de recolhimento da obrigação tributária não se sujeita ao princípio da anterioridade. ,2003-09-24
sumula 670, O serviço de iluminação pública não pode ser remunerado mediante taxa. ,2003-09-24
sumula 671," Os servidores públicos e os trabalhadores em geral têm direito, no que concerne à URP de abril/maio de 1988, apenas ao valor correspondente a 7/30 de 16,19% sobre os vencimentos e salários pertinentes aos meses de abril e maio de 1988, não cumulativamente, devidamente corrigido até o efetivo pagamento. ",2003-09-24
sumula 672," O reajuste de 28,86%, concedido aos servidores militares pelas Leis 8.622/93 e 8.627/93, estende-se aos servidores civis do Poder Executivo, observadas as eventuais compensações decorrentes dos reajustes diferenciados concedidos pelos mesmos diplomas legais. ",2003-09-24
sumula 673," O art. 125, § 4º, da Constituição não impede a perda da graduação de militar mediante procedimento administrativo. ",2003-09-24
sumula 674," A anistia prevista no art. 8º do ADCT não alcança os militares expulsos com base em legislação disciplinar ordinária, ainda que em razão de atos praticados por motivação política. ",2003-09-24
sumula 675," Os intervalos fixados para descanso e alimentação durante a jornada de seis horas não descaracterizam o sistema de turnos ininterruptos de revezamento para o efeito do art. 7º, XIV, da Constituição. ",2003-09-24
sumula 676," A garantia da estabilidade provisória prevista no art. 10, II, a, do ADCT, também se aplica ao suplente do cargo de direção de comissões internas de prevenção de acidentes (CIPA). ",2003-09-24
sumula 677," Até que lei venha a dispor a respeito, incumbe ao Ministério do Trabalho proceder ao registro das entidades sindicais e zelar pela observância do princípio da unicidade. ",2003-09-24
sumula 678," São inconstitucionais os incisos I e III do art. 7º da Lei 8.162/91, que afastam, para efeito de anuênio e de licença-prêmio, a contagem do tempo de serviço regido pela CLT dos servidores que passaram a submeter-se ao Regime Jurídico Único. ",2003-09-24
sumula 679, A fixação de vencimentos dos servidores públicos não pode ser objeto de convenção coletiva. ,2003-09-24
sumula 680, O direito ao auxílio-alimentação não se estende aos servidores inativos. ,2003-09-24
sumula 681, É inconstitucional a vinculação do reajuste de vencimentos de servidores estaduais ou municipais a índices federais de correção monetária. ,2003-09-24
sumula 682, Não ofende a Constituição a correção monetária no pagamento com atraso dos vencimentos de servidores públicos. ,2003-09-24
sumula 683," O limite de idade para a inscrição em concurso público só se legitima em face do art. 7º, XXX, da Constituição, quando possa ser justificado pela natureza das atribuições do cargo a ser preenchido. ",2003-09-24
sumula 684, É inconstitucional o veto não motivado à participação de candidato a concurso público. ,2003-09-24
sumula 685," É inconstitucional toda modalidade de provimento que propicie ao servidor investir-se, sem prévia aprovação em concurso público destinado ao seu provimento, em cargo que não integra a carreira na qual anteriormente investido. ",2003-09-24
sumula 686, Só por lei se pode sujeitar a exame psicotécnico a habilitação de candidato a cargo público. ,2003-09-24
sumula 687, A revisão de que trata o art. 58 do ADCT não se aplica aos benefícios previdenciários concedidos após a promulgação da Constituição de 1988. ,2003-09-24
sumula 688, É legítima a incidência da contribuição previdenciária sobre o 13º salário. ,2003-09-24
sumula 689, O segurado pode ajuizar ação contra a instituição previdenciária perante o juízo federal do seu domicílio ou nas varas federais da Capital do Estado-Membro. ,2003-09-24
sumula 690, Compete originariamente ao Supremo Tribunal Federal o julgamento de habeas corpus contra decisão de turma recursal de juizados especiais criminais. ,2003-09-24
sumula 691," Não compete ao Supremo Tribunal Federal conhecer de habeas corpus impetrado contra decisão do Relator que, em habeas corpus requerido a tribunal superior, indefere a liminar. ",2003-09-24
sumula 692," Não se conhece de habeas corpus contra omissão de relator de extradição, se fundado em fato ou direito estrangeiro cuja prova não constava dos autos, nem foi ele provocado a respeito. ",2003-09-24
sumula 693," Não cabe habeas corpus contra decisão condenatória a pena de multa, ou relativo a processo em curso por infração penal a que a pena pecuniária seja a única cominada. ",2003-09-24
sumula 694, Não cabe habeas corpus contra a imposição da pena de exclusão de militar ou de perda de patente ou de função pública. ,2003-09-24
sumula 695, Não cabe habeas corpus quando já extinta a pena privativa de liberdade. ,2003-09-24
sumula 696," Reunidos os pressupostos legais permissivos da suspensão condicional do processo, mas se recusando o Promotor de Justiça a propô-la, o Juiz, dissentindo, remeterá a questão ao Procurador-Geral, aplicando-se por analogia o art. 28 do Código de Processo Penal. ",2003-09-24
sumula 697, A proibição de liberdade provisória nos processos por crimes hediondos não veda o relaxamento da prisão processual por excesso de prazo. ,2003-09-24
sumula 698, Não se estende aos demais crimes hediondos a admissibilidade de progressão no regime de execução da pena aplicada ao crime de tortura. ,2003-09-24
sumula 699," O prazo para interposição de agravo, em processo penal, é de cinco dias, de acordo com a Lei 8.038/90, não se aplicando o disposto a respeito nas alterações da Lei 8.950/94 ao Código de Processo Civil.  Data de Aprovação Sessão Plenária de ",2003-09-24
sumula 701," No mandado de segurança impetrado pelo Ministério Público contra decisão proferida em processo penal, é obrigatória a citação do réu como litisconsorte passivo. ",2003-09-24
sumula 702," A competência do Tribunal de Justiça para julgar prefeitos restringe-se aos crimes de competência da Justiça comum estadual; nos demais casos, a competência originária caberá ao respectivo tribunal de segundo grau. ",2003-09-24
sumula 703, A extinção do mandato do prefeito não impede a instauração de processo pela prática dos crimes previstos no art. 1º do Dl. 201/67. ,2003-09-24
sumula 704," Não viola as garantias do juiz natural, da ampla defesa e do devido processo legal a atração por continência ou conexão do processo do co-réu ao foro por prerrogativa de função de um dos denunciados. ",2003-09-24
sumula 705," A renúncia do réu ao direito de apelação, manifestada sem a assistência do defensor, não impede o conhecimento da apelação por este interposta. ",2003-09-24
sumula 706, É relativa a nulidade decorrente da inobservância da competência penal por prevenção. ,2003-09-24
sumula 707," Constitui nulidade a falta de intimação do denunciado para oferecer contra-razões ao recurso interposto da rejeição da denúncia, não a suprindo a nomeação de defensor dativo. ",2003-09-24
sumula 708," É nulo o julgamento da apelação se, após a manifestação nos autos da renúncia do único defensor, o réu não foi previamente intimado para constituir outro. ",2003-09-24
sumula 709," Salvo quando nula a decisão de primeiro grau, o acórdão que provê o recurso contra a rejeição da denúncia vale, desde logo, pelo recebimento dela. ",2003-09-24
sumula 710," No processo penal, contam-se os prazos da data da intimação, e não da juntada aos autos do mandado ou da carta precatória ou de ordem. ",2003-09-24
sumula 711," A lei penal mais grave aplica-se ao crime continuado ou ao crime permanente, se a sua vigência é anterior à cessação da continuidade ou da permanência. ",2003-09-24
sumula 712, É nula a decisão que determina o desaforamento de processo da competência do júri sem audiência da defesa. ,2003-09-24
sumula 713, O efeito devolutivo da apelação contra decisões do Júri é adstrito aos fundamentos da sua interposição. ,2003-09-24
sumula 714," É concorrente a legitimidade do ofendido, mediante queixa, e do Ministério Público, condicionada à representação do ofendido, para a ação penal por crime contra a honra de servidor público em razão do exercício de suas funções.  Data de Aprovação Sessão Plenária de ",2003-09-24
sumula 717," Não impede a progressão de regime de execução da pena, fixada em sentença não transitada em julgado, o fato de o réu se encontrar em prisão especial.  Data de Aprovação Sessão Plenária de ",2003-09-24
sumula 719, A imposição do regime de cumprimento mais severo do que a pena aplicada permitir exige motivação idônea. ,2003-09-24
sumula 720," O art. 309 do Código de Trânsito Brasileiro, que reclama decorra do fato perigo de dano, derrogou o art. 32 da Lei das Contravenções Penais no tocante à direção sem habilitação em vias terrestres. ",2003-09-24
sumula 721, A competência constitucional do Tribunal do Júri prevalece sobre o foro por prerrogativa de função estabelecido exclusivamente pela Constituição estadual. ,2003-09-24
sumula 722, São da competência legislativa da União a definição dos crimes de responsabilidade e o estabelecimento das respectivas normas de processo e julgamento. ,2003-11-26
sumula 723," Não se admite a suspensão condicional do processo por crime continuado, se a soma da pena mínima da infração mais grave com o aumento mínimo de um sexto for superior a um ano. ",2003-11-26
sumula 724," Ainda quando alugado a terceiros, permanece imune ao IPTU o imóvel pertencente a qualquer das entidades referidas pelo art. 150, VI, c, da Constituição, desde que o valor dos aluguéis seja aplicado nas atividades essenciais de tais entidades. ",2003-11-26
sumula 725," É constitucional o § 2º do art. 6º da L. 8.024/90, resultante da conversão da MPr 168/90, que fixou o BTN fiscal como índice de correção monetária aplicável aos depósitos bloqueados pelo Plano Collor I. ",2003-11-26
sumula 726," Para efeito de aposentadoria especial de professores, não se computa o tempo de serviço prestado fora da sala de aula. ",2003-11-26
sumula 727," Não pode o magistrado deixar de encaminhar ao Supremo Tribunal Federal o agravo de instrumento interposto da decisão que não admite recurso extraordinário, ainda que referente a causa instaurada no âmbito dos juizados especiais. ",2003-11-26
sumula 728," É de três dias o prazo para a interposição de recurso extraordinário contra decisão do Tribunal Superior Eleitoral, contado, quando for o caso, a partir da publicação do acórdão, na própria sessão de julgamento, nos termos do art. 12 da Lei 6.055/74, que não foi revogado pela Lei 8.950/94. ",2003-11-26
sumula 729, A decisão na ADC-4 não se aplica à antecipação de tutela em causa de natureza previdenciária. ,2003-11-26
sumula 730," A imunidade tributária conferida a instituições de assistência social sem fins lucrativos pelo art. 150, VI, c, da Constituição, somente alcança as entidades fechadas de previdência social privada se não houver contribuição dos beneficiários. ",2003-11-26
sumula 731," Para fim da competência originária do Supremo Tribunal Federal, é de interesse geral da magistratura a questão de saber se, em face da LOMAN, os juízes têm direito à licença-prêmio. ",2003-11-26
sumula 732," É constitucional a cobrança da contribuição do salário-educação, seja sob a Carta de 1969, seja sob a Constituição Federal de 1988, e no regime da Lei 9.424/96. ",2003-11-26
sumula 733, Não cabe recurso extraordinário contra decisão proferida no processamento de precatórios. ,2003-11-26
sumula 734, Não cabe reclamação quando já houver transitado em julgado o ato judicial que se alega tenha desrespeitado decisão do Supremo Tribunal Federal. ,2003-11-26
sumula 735, Não cabe recurso extraordinário contra acórdão que defere medida liminar. ,2003-11-26
sumula 736," Compete à Justiça do Trabalho julgar as ações que tenham como causa de pedir o descumprimento de normas trabalhistas relativas à segurança, higiene e saúde dos trabalhadores. ",2003-11-26
